CSV File,Model,Selection Method,Number of Features,MSE,Selected Features
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,AdaBoostRegressor,VarianceThreshold,10,2.4058991097652846,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F24', 'F43', 'OF26', 'F23']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,AdaBoostRegressor,VarianceThreshold,11,2.3831665822025365,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F24', 'F43', 'OF26', 'F23', 'F17']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,AdaBoostRegressor,VarianceThreshold,12,2.137388964580563,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F24', 'F43', 'OF26', 'F23', 'F17', 'F36']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,AdaBoostRegressor,VarianceThreshold,13,2.168942987906579,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F24', 'F43', 'OF26', 'F23', 'F17', 'F36', 'F29']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,AdaBoostRegressor,VarianceThreshold,14,2.1085837474845484,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F24', 'F43', 'OF26', 'F23', 'F17', 'F36', 'F29', 'F28']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,AdaBoostRegressor,VarianceThreshold,15,2.2418106179356734,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F24', 'F43', 'OF26', 'F23', 'F17', 'F36', 'F29', 'F28', 'F44']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,AdaBoostRegressor,VarianceThreshold,16,0.24707760904320986,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F24', 'F43', 'OF26', 'F23', 'F17', 'F36', 'F29', 'F28', 'F44', 'F20']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,AdaBoostRegressor,VarianceThreshold,17,0.24414753858856283,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F24', 'F43', 'OF26', 'F23', 'F17', 'F36', 'F29', 'F28', 'F44', 'F20', 'F21']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,AdaBoostRegressor,VarianceThreshold,18,0.2684505388930742,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F24', 'F43', 'OF26', 'F23', 'F17', 'F36', 'F29', 'F28', 'F44', 'F20', 'F21', 'OF22']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,AdaBoostRegressor,VarianceThreshold,19,0.2605911458372587,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F24', 'F43', 'OF26', 'F23', 'F17', 'F36', 'F29', 'F28', 'F44', 'F20', 'F21', 'OF22', 'F63']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,AdaBoostRegressor,VarianceThreshold,20,0.22739284999553805,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F24', 'F43', 'OF26', 'F23', 'F17', 'F36', 'F29', 'F28', 'F44', 'F20', 'F21', 'OF22', 'F63', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,2,4.648396091808811,"['F43', 'F44']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,3,4.653267011347917,"['F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,4,3.2536041176908137,"['OF22', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,5,3.7821527752191133,"['OF22', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,6,5.2119969243426,"['OF22', 'F17', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,7,6.796631913876909,"['OF22', 'F9', 'F17', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,8,0.9541811996411058,"['OF22', 'F9', 'F17', 'F29', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,9,0.485447467183711,"['OF22', 'F9', 'F17', 'F28', 'F29', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,10,1.0315233497876088,"['OF22', 'F9', 'F17', 'F28', 'F29', 'F31', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,11,0.40550621416864463,"['OF22', 'F9', 'F17', 'F20', 'F28', 'F29', 'F31', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,12,0.7228764961108036,"['OF22', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,13,0.20524878556055118,"['OF22', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,14,15.036143363840408,"['OF22', 'OF27', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,15,1.973502275060051,"['OF22', 'OF27', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,16,15.036236171799787,"['OF22', 'OF27', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,17,15.036246594521296,"['OF22', 'OF26', 'OF27', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,18,4.544258450647258,"['OF22', 'OF26', 'OF27', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,19,1.621425144133664,"['OF22', 'OF26', 'OF27', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49', 'S5']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,2,9.996111634572113,"['F28', 'F31']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,3,1.3283765929440157,"['F28', 'F31', 'F44']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,4,2.8272943898247567,"['F28', 'F29', 'F31', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,5,1.4028000012496507,"['F28', 'F29', 'F31', 'F43', 'F44']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,6,4.3503112929095735,"['F28', 'F29', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,7,1.2081050260626314,"['F22', 'F28', 'F29', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,8,1.1418722131270298,"['F22', 'F28', 'F29', 'F31', 'F36', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,9,0.9542908901601612,"['OF26', 'F22', 'F28', 'F29', 'F31', 'F36', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,10,0.7487057729527009,"['OF22', 'F22', 'F28', 'F29', 'F31', 'F34', 'F36', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,11,0.7537005434334466,"['OF22', 'F22', 'F28', 'F29', 'F31', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,12,0.8677620703904262,"['OF26', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,13,0.4949236304466483,"['OF22', 'F17', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,14,15.036244219657947,"['OF26', 'OF27', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,15,4.54371694458227,"['OF22', 'OF26', 'OF27', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,16,4.544087023075542,"['OF22', 'OF26', 'OF27', 'F17', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,17,1.413679591517081,"['OF22', 'OF26', 'OF27', 'F9', 'F17', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,18,15.036302083571023,"['OF22', 'OF26', 'OF27', 'F9', 'F17', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49', 'S5']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,19,15.03620641482768,"['OF22', 'OF26', 'OF27', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49', 'S5']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,2,12.811373592275764,"['OF27', 'F31']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,3,12.318429352667305,"['OF27', 'F31', 'F35']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,4,15.03372889282006,"['OF27', 'F31', 'F35', 'F45']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,5,14.306775626452142,"['OF27', 'F31', 'F35', 'F45', 'F33']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,6,12.515066474825133,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,7,15.03625338765469,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34', 'F43']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,8,15.03623618579331,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34', 'F43', 'OF26']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,9,15.036190053248381,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,10,15.036246306302923,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F17']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,11,11.228565311282715,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F17', 'F22']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,12,15.036195851557563,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F17', 'F22', 'F36']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,13,15.036200278897585,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F17', 'F22', 'F36', 'F29']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,14,15.036307677040949,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F17', 'F22', 'F36', 'F29', 'F28']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,15,2.7593943554043987,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F17', 'F22', 'F36', 'F29', 'F28', 'F44']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,16,3.82074582062992,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F17', 'F22', 'F36', 'F29', 'F28', 'F44', 'F20']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,17,4.553567087589177,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F17', 'F22', 'F36', 'F29', 'F28', 'F44', 'F20', 'OF22']"
../../../Data_ML/4_out_csvs_regression_norm\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,18,15.0362362300696,"['OF27', 'F31', 'F35', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F17', 'F22', 'F36', 'F29', 'F28', 'F44', 'F20', 'OF22', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,2,1.495029179090544,"['F43', 'F44']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,3,1.3886495697576666,"['F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,4,1.2060136676493178,"['OF22', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,5,1.1232847697387698,"['OF22', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,6,1.8450959671699767,"['OF22', 'F17', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,7,0.7666372147261468,"['OF22', 'F17', 'F31', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,8,0.9636457440031145,"['OF22', 'F17', 'F29', 'F31', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,9,0.9514276079146742,"['OF22', 'F9', 'F17', 'F29', 'F31', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,10,1.1987026189957757,"['OF22', 'F9', 'F17', 'F20', 'F29', 'F31', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,11,0.7758270834561326,"['OF22', 'F9', 'F17', 'F20', 'F28', 'F29', 'F31', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,12,0.6627466692977958,"['OF22', 'F9', 'F17', 'F20', 'F28', 'F29', 'F31', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,13,0.21661030920437405,"['OF22', 'F9', 'F17', 'F20', 'F28', 'F29', 'F31', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,14,0.21491580942794078,"['OF22', 'F9', 'F17', 'F20', 'F28', 'F29', 'F31', 'F33', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,15,6.843915995797178,"['OF22', 'OF27', 'F9', 'F17', 'F20', 'F28', 'F29', 'F31', 'F33', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,16,6.843917277062773,"['OF22', 'OF26', 'OF27', 'F9', 'F17', 'F20', 'F28', 'F29', 'F31', 'F33', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,17,6.8439222790840875,"['OF22', 'OF26', 'OF27', 'F9', 'F17', 'F20', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,18,6.84664581184646,"['OF22', 'OF26', 'OF27', 'F9', 'F17', 'F20', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49', 'S5']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_f_regression,19,1.4158615568107773,"['OF22', 'OF26', 'OF27', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49', 'S5']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,2,5.147132807337383,"['F28', 'F31']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,3,0.6197012014993482,"['F28', 'F29', 'F44']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,4,1.0789306160332173,"['F28', 'F29', 'F31', 'F44']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,5,0.5498903588227605,"['F28', 'F29', 'F31', 'F43', 'F44']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,6,0.5917663196048791,"['F28', 'F29', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,7,0.6768215901079067,"['F22', 'F28', 'F29', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,8,0.5962648373311625,"['OF26', 'F22', 'F28', 'F29', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,9,0.5077492525437325,"['OF22', 'OF26', 'F22', 'F28', 'F29', 'F31', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,10,0.1666640706243055,"['OF22', 'F22', 'F28', 'F29', 'F31', 'F35', 'F36', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,11,0.2919128127127799,"['OF26', 'F22', 'F28', 'F29', 'F31', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,12,0.21914598162324078,"['OF22', 'OF26', 'F22', 'F28', 'F29', 'F31', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,13,0.28471973024471886,"['OF22', 'OF26', 'F17', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,14,0.16045458551489128,"['OF22', 'OF26', 'F9', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,15,0.1972972920609895,"['OF22', 'OF26', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,16,0.23705504308583827,"['OF22', 'OF26', 'F9', 'F17', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,17,0.11759009095292493,"['OF22', 'OF26', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,18,6.843911019091105,"['OF22', 'OF26', 'OF27', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,SelectKBest_mutual_info_regression,19,1.0463668727719113,"['OF22', 'OF26', 'OF27', 'F9', 'F17', 'F20', 'F22', 'F28', 'F29', 'F31', 'F33', 'F34', 'F35', 'F36', 'F43', 'F44', 'F45', 'F49', 'S5']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,2,4.0623290876773765,"['OF27', 'F35']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,3,6.843859382608721,"['OF27', 'F35', 'F31']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,4,5.472338593985997,"['OF27', 'F35', 'F31', 'F45']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,5,6.843929603435892,"['OF27', 'F35', 'F31', 'F45', 'F33']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,6,6.843922121197502,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,7,4.760941997128317,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F43']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,8,6.843920922183743,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F43', 'OF26']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,9,6.843921833844142,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,10,6.843968515605377,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F22']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,11,4.9412006441591485,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F22', 'F17']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,12,4.721191361284609,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F22', 'F17', 'F36']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,13,4.817063083094721,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F22', 'F17', 'F36', 'F29']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,14,4.558789091605294,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F22', 'F17', 'F36', 'F29', 'F28']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,15,6.843932241575227,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F22', 'F17', 'F36', 'F29', 'F28', 'F44']"
../../../Data_ML/4_out_csvs_regression\output_custom_imputed.csv,MLPRegressor,VarianceThreshold,16,6.843950768652341,"['OF27', 'F35', 'F31', 'F45', 'F33', 'F34', 'F43', 'OF26', 'F9', 'F22', 'F17', 'F36', 'F29', 'F28', 'F44', 'F20']"
