id,OF2,OF3,OF4,OF5,OF6,OF7,OF8,OF9,OF10,OF11,OF13,OF14,OF15,OF16,OF17,OF18,OF19,OF20,OF21,OF22,OF23,OF24,OF25,OF26,OF27,OF28,OF30,OF31,OF33,OF34,OF37,OF38,F1,F2,F3_a,F3_b,F3_c,F3_d,F3_e,F3_f,F3_g,F4,F5,F6,F7,F8,F9,F10,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F62,F63,F64,F65,F66b,F67,F68,S1,S2,S4,S5,WS,WS_Benefit,SFST,SFST_Benefit,SR,SR_Benefit,PR,PR_Benefit,NR,NR_Benefit
375.0,4.0,4.0,6.0,4.0,2.0,0.0,5.0,2.0,3.0,5.0,6.0,6.0,6.0,2.0,2.0,0.08,0.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,1757.0,2.0,0.0,0.0,0.607518118110452,0.9131193852086477,0.005708511889113116,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,2.0,64.0,3.0,3.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,-0.009002796489270555,1.0,6.5271912072955605,144.94173937133456,0.1270499934600164,0.6336369467155677,0.0,-0.01889080907686011,0.10036010091096892,-0.11049061941012167,1.931,2.075,4.481,7.039,3.009,4.327,5.355,6.739,4.316,5.417
136.0,5.0,5.0,7.0,1.0,3.0,0.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,4.0,0.59,0.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,1985.0,0.0,0.0,0.0,1.0,0.15106549839289474,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,160.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,5.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,2.0,6.0,1.0,7.0,0.0,1.0,6.85,45.0,0.0,0.0,0.0,-0.07531193973765929,-0.02306208372195595,0.13936855849285634,3.423,1.475,6.212,2.27,5.577,3.846,4.821,5.897,4.953,4.167
288.0,4.0,5.0,6.0,6.0,1.0,0.0,3.0,5.0,3.0,5.0,7.0,6.0,6.0,1.0,4.0,0.38,0.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,1833.0,2.0,0.0,0.0,0.39572240496556577,0.16025987216034254,0.0333968807600111,3.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,1.0,224.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,2.0,4.0,3.0,1.0,6.0,1.0,7.0,0.008735401407353113,1.0,5.693881283306421,147.8537210870328,0.19484091928085542,0.6912414029152935,0.666666667,0.11373588091025054,0.1151360052113517,0.01086489212212699,2.417,3.76,5.51,6.335,4.278,1.404,5.864,2.407,5.108,3.75
524.0,3.0,5.0,7.0,1.0,3.0,0.0,4.0,5.0,3.0,5.0,7.0,4.0,6.0,5.0,4.0,0.07,0.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0,1426.0,0.0,0.0,0.0,1.0,1.2043433834011812,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,40.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,5.0,5.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,1.0,6.43,80.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.175,5.247,3.363,6.372,4.094,5.349,6.331,6.337,4.167
87.0,4.0,5.0,7.0,1.0,3.0,0.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,0.23,1.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,1815.0,1.0,0.0,0.0,0.26444722327958126,0.2558358027061871,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,64.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,5.0,5.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,2.0,5.19,164.3421026861152,1.0,0.0,0.0,0.013959002604494425,-0.07010093980738799,0.11417964832686323,2.573,0.575,5.698,4.03,5.494,10.0,5.024,10.0,6.044,10.0
154.0,4.0,5.0,7.0,1.0,3.0,0.0,5.0,5.0,3.0,5.0,3.0,4.0,6.0,1.0,4.0,0.72,0.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,1455.0,0.0,0.0,0.0,1.0,0.24374828733339227,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,192.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,6.43,80.0,0.0,0.0,0.0,0.0,0.0,0.0,3.268,1.8,6.208,1.038,6.328,3.625,5.517,6.067,5.508,3.333
12.0,4.0,5.0,7.0,1.0,3.0,0.0,4.0,5.0,3.0,4.0,6.0,4.0,6.0,5.0,4.0,0.66,0.0,0.0,0.0,2.0,1.0,3.0,2.0,4.0,1357.0,0.0,0.0,0.0,0.4657814525097751,0.16309093466864533,0.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,128.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,1.0,5.0,3.0,5.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,0.0,6.0,1.0,7.0,0.0,1.0,4.16,52.0,1.0,0.0,0.0,-0.00292919034785441,-0.07336824695853755,-0.05853631030189238,4.625,1.65,3.639,1.827,5.531,10.0,5.983,10.0,5.522,10.0
141.0,1.0,4.0,6.0,2.0,3.0,2.0,3.0,5.0,3.0,5.0,7.0,4.0,6.0,2.0,4.0,0.079,0.0,4.0,4.0,1.0,3.0,2.0,1.0,0.0,1666.0,2.0,0.0,0.0,0.38892083775441544,-0.39793513300533423,0.01967709535417425,0.0,3.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,96.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,5.0,0.0,3.0,3.0,3.0,5.0,0.0,0.0,4.0,6.0,4.0,1.0,0.0,6.0,1.0,7.0,0.0,0.0,6.23632120398958,142.06142376504783,0.25740184121566245,0.4322592246244431,0.666666667,0.0649159162523216,0.008625528693380097,-0.10147726221970543,2.618,3.947,5.567,5.514,3.889,4.962,4.327,7.851,4.807,6.25
31.0,1.0,5.0,7.0,1.0,3.0,0.0,4.0,5.0,3.0,3.0,7.0,6.0,6.0,3.0,4.0,0.56,0.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,1345.0,2.0,0.0,0.0,0.43246986159191125,-0.4366240762825726,0.0,2.0,3.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,202.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,5.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,4.0,0.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,1.0,7.0,0.0,0.0,6.4,68.0,0.0,0.05710600931104626,0.0,0.07615321715271231,0.04712834837624846,-0.11320362621134883,3.326,1.4,4.885,3.529,5.269,4.019,4.583,6.2,6.028,5.0
131.0,2.0,5.0,7.0,1.0,3.0,0.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,0.46,0.0,4.0,4.0,3.0,1.0,0.0,3.0,5.0,1859.0,2.0,0.0,0.0,0.32054048909970656,0.30211886751109174,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,5.0,5.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,3.0,3.0,1.0,5.0,0.0,0.0,5.0,2.0,4.0,1.0,1.0,6.0,1.0,7.0,0.0,0.0,3.6,171.70667069995247,0.3465183368579058,0.17371459987922755,0.5,-0.049683712042427414,-0.171936272545975,0.2730982123706307,4.837,1.15,3.579,2.045,5.917,3.749,6.018,5.728,5.719,3.333
519.0,2.0,5.0,7.0,2.0,3.0,1.0,4.0,4.0,3.0,5.0,7.0,3.0,6.0,3.0,4.0,0.038,0.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,1670.0,0.0,0.0,0.0,0.8113891079983051,0.8543601087205153,-0.019948378382308757,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,64.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,4.0,3.0,5.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,4.0,6.0,4.0,3.0,0.0,6.0,1.0,7.0,0.0,0.0,5.677842847017454,128.27858767938554,-0.00577211538957309,0.5654174192942304,0.666666667,0.07889765145868695,-0.010528895890773687,0.20384721382209547,3.017,3.22,5.865,2.719,5.266,4.585,5.219,7.191,5.468,5.417
113.0,3.0,5.0,7.0,1.0,3.0,0.0,4.0,5.0,3.0,5.0,5.0,4.0,6.0,5.0,4.0,0.7,0.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,1579.0,2.0,0.0,0.0,0.45720583999955156,0.300023803339428,0.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,64.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,5.95,105.0,0.0,0.0,0.0,0.12346076705338177,0.038262362883663636,0.02185416255107686,5.185,2.4,3.518,2.163,5.812,0.576,5.246,1.107,6.155,2.778
263.0,3.0,4.0,6.0,6.0,3.0,1.0,3.0,4.0,2.0,5.0,7.0,4.0,6.0,3.0,2.0,0.1837,0.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,1865.0,2.0,0.0,0.0,0.3435845869077305,0.15639002752000453,0.0,3.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,4.0,3.0,240.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,5.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,5.0,6.0,4.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,6.081510193137974,151.78953301945475,0.2210575725862667,0.7412541913520122,0.333333333,0.444444444,0.333333333,0.0,3.057,3.867,5.899,4.864,5.77,1.382,5.619,2.131,6.13,6.667
406.0,3.0,4.0,7.0,1.0,3.0,0.0,4.0,1.0,2.0,5.0,7.0,5.0,2.0,5.0,4.0,0.1,0.0,4.0,4.0,2.0,1.0,2.0,3.0,4.0,2194.0,0.0,0.0,0.0,0.4001442981121297,0.5338548546577376,0.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,64.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,5.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,5.0,1.0,7.0,0.0,3.0,6.52,199.0,0.0,1.0,0.5,0.0060927172550204745,0.03680120773275619,0.2671528279173402,5.115,2.2,2.802,2.22,6.074,4.368,4.86,6.893,5.687,6.667
41.0,3.0,5.0,7.0,0.0,3.0,0.0,5.0,5.0,3.0,5.0,7.0,4.0,6.0,4.0,4.0,0.77,0.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,1337.0,2.0,0.0,0.0,0.41588233426421684,-0.21007040479452166,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,192.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0,3.0,3.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,5.0,1.0,4.0,0.0,1.0,4.45,101.0,0.0,0.0,0.0,0.05200354829004153,0.06362018092945104,-0.005940705865773832,3.65,1.925,6.101,3.696,6.01,3.602,5.39,5.469,5.27,3.333
449.0,3.0,5.0,6.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,6.0,1.0,2.0,0.25,0.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2232.0,2.0,0.0,0.0,0.4216026693802226,0.6895168083763945,0.05729351683345105,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,80.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,1.0,4.0,2.0,1.0,5.0,1.0,4.0,2.0,1.0,6.0,1.0,7.0,0.01030975303526463,1.0,5.036654152978535,197.98289631662453,0.24121713662827163,0.8303012311464756,0.0,0.05464677192518083,0.011920376841724728,0.18613655541096719,4.233,3.0,3.728,3.004,4.399,0.903,6.797,1.548,5.313,6.667
